date,equity
2021-12-03,25805.02
2021-12-04,26481.05
2021-12-05,27099.34
2021-12-06,27735.82
2021-12-07,27723.10
2021-12-08,28046.21
2021-12-09,28493.28
2021-12-10,28809.66
2021-12-11,28831.89
2021-12-12,29032.27
2021-12-13,29268.82
2021-12-14,29268.82
2021-12-15,29325.13
2021-12-16,29331.89
2021-12-17,29655.56
2021-12-18,29722.48
2021-12-19,30135.45
2021-12-20,30459.55
2021-12-21,30459.55
2021-12-22,30459.55
2021-12-23,30459.55
2021-12-24,30459.55
2021-12-25,30459.55
2021-12-26,30459.55
2021-12-27,30644.97
2021-12-28,30715.58
2021-12-29,31206.45
2021-12-30,31759.97
2021-12-31,32231.63
2022-01-01,32552.82
2022-01-02,32552.82
2022-01-03,32586.19
2022-01-04,32576.43
2022-01-05,32684.60
2022-01-06,32835.93
2022-01-07,33416.37
2022-01-08,34020.69
2022-01-09,33906.47
2022-01-10,34252.19
2022-01-11,34252.19
2022-01-12,34252.19
2022-01-13,34252.19
2022-01-14,34252.19
2022-01-15,34252.19
2022-01-16,34342.85
2022-01-17,34609.87
2022-01-18,34674.36
2022-01-19,34998.39
2022-01-20,35280.28
2022-01-21,35643.71
2022-01-22,36320.26
2022-01-23,36996.04
2022-01-24,37563.73
2022-01-25,37853.55
2022-01-26,37853.55
2022-01-27,37853.55
2022-01-28,37853.55
2022-01-29,37853.55
2022-01-30,37853.55
2022-01-31,37853.55
2022-02-01,37876.78
2022-02-02,38032.03
2022-02-03,38294.20
2022-02-04,38294.20
2022-02-05,38294.20
2022-02-06,38294.20
2022-02-07,38294.20
2022-02-08,38294.20
2022-02-09,38294.20
2022-02-10,38294.20
2022-02-11,38377.30
2022-02-12,38602.31
2022-02-13,39026.96
2022-02-14,39325.79
2022-02-15,39325.79
2022-02-16,39416.84
2022-02-17,39386.48
2022-02-18,39813.46
2022-02-19,39992.86
2022-02-20,40785.58
2022-02-21,41194.10
2022-02-22,41714.75
2022-02-23,41589.40
2022-02-24,41860.72
2022-02-25,41860.72
2022-02-26,41860.72
2022-02-27,41860.72
2022-02-28,41860.72
2022-03-01,41860.72
2022-03-02,41860.72
2022-03-03,41860.72
2022-03-04,42094.50
2022-03-05,42776.05
2022-03-06,43556.14
2022-03-07,44085.31
2022-03-08,44424.53
2022-03-09,44424.53
2022-03-10,44424.53
2022-03-11,44424.53
2022-03-12,44453.66
2022-03-13,44779.01
2022-03-14,45133.16
2022-03-15,45133.16
2022-03-16,45133.16
2022-03-17,45133.16
2022-03-18,45133.16
2022-03-19,45133.16
2022-03-20,45133.16
2022-03-21,45133.16
2022-03-22,45133.16
2022-03-23,45133.16
2022-03-24,45133.16
2022-03-25,45133.16
2022-03-26,45133.16
2022-03-27,45133.16
2022-03-28,45133.16
2022-03-29,45133.16
2022-03-30,45133.16
2022-03-31,45133.16
2022-04-01,45178.94
2022-04-02,45404.13
2022-04-03,45404.13
2022-04-04,45404.13
2022-04-05,45575.87
2022-04-06,45983.40
2022-04-07,46034.91
2022-04-08,46537.24
2022-04-09,47070.10
2022-04-10,47071.66
2022-04-11,47632.23
2022-04-12,47967.84
2022-04-13,47939.92
2022-04-14,48312.57
2022-04-15,48694.50
2022-04-16,48694.50
2022-04-17,48694.50
2022-04-18,48694.50
2022-04-19,48694.50
2022-04-20,48694.50
2022-04-21,48694.50
2022-04-22,48755.81
2022-04-23,49122.60
2022-04-24,49472.36
2022-04-25,49617.14
2022-04-26,49804.27
2022-04-27,49804.27
2022-04-28,49818.60
2022-04-29,50139.17
2022-04-30,50487.71
2022-05-01,50497.28
2022-05-02,50677.99
2022-05-03,50989.46
2022-05-04,51045.18
2022-05-05,51556.08
2022-05-06,51533.58
2022-05-07,51655.09
2022-05-08,51158.02
2022-05-09,51762.51
2022-05-10,52062.33
2022-05-11,52283.22
2022-05-12,52944.95
2022-05-13,53313.61
2022-05-14,53313.61
2022-05-15,53313.61
2022-05-16,53313.61
2022-05-17,53324.02
2022-05-18,53327.86
2022-05-19,53488.88
2022-05-20,53874.20
2022-05-21,53874.20
2022-05-22,53874.20
2022-05-23,53881.96
2022-05-24,53886.79
2022-05-25,53886.79
2022-05-26,54004.14
2022-05-27,54231.15
2022-05-28,54231.15
2022-05-29,54231.15
2022-05-30,54231.15
2022-05-31,54231.15
2022-06-01,54231.15
2022-06-02,54231.15
2022-06-03,54371.26
2022-06-04,54795.35
2022-06-05,55062.73
2022-06-06,55062.73
2022-06-07,55062.73
2022-06-08,55062.73
2022-06-09,55112.47
2022-06-10,55540.51
2022-06-11,56313.18
2022-06-12,55886.14
2022-06-13,56461.78
2022-06-14,57007.73
2022-06-15,57619.04
2022-06-16,58583.53
2022-06-17,58777.26
2022-06-18,59085.48
2022-06-19,59005.30
2022-06-20,59189.21
2022-06-21,59189.21
2022-06-22,59189.21
2022-06-23,59189.21
2022-06-24,59189.21
2022-06-25,59189.21
2022-06-26,59189.21
2022-06-27,59285.83
2022-06-28,59715.31
2022-06-29,59741.58
2022-06-30,60131.51
2022-07-01,60615.73
2022-07-02,61036.43
2022-07-03,61312.61
2022-07-04,61312.61
2022-07-05,61312.61
2022-07-06,61312.61
2022-07-07,61312.61
2022-07-08,61312.61
2022-07-09,61312.61
2022-07-10,61346.90
2022-07-11,61796.03
2022-07-12,62228.23
2022-07-13,62653.81
2022-07-14,62875.65
2022-07-15,62875.65
2022-07-16,62875.65
2022-07-17,62875.65
2022-07-18,62875.65
2022-07-19,62875.65
2022-07-20,62875.65
2022-07-21,62875.65
2022-07-22,62875.65
2022-07-23,62938.97
2022-07-24,63350.58
2022-07-25,63879.87
2022-07-26,64202.06
2022-07-27,64202.06
2022-07-28,64202.06
2022-07-29,64202.06
2022-07-30,64202.06
2022-07-31,64202.06
2022-08-01,64283.35
2022-08-02,64547.74
2022-08-03,64828.74
2022-08-04,65061.24
2022-08-05,65061.24
2022-08-06,65061.24
2022-08-07,65061.24
2022-08-08,65061.24
2022-08-09,65061.24
2022-08-10,65061.24
2022-08-11,65061.24
2022-08-12,65061.24
2022-08-13,65061.24
2022-08-14,65061.24
2022-08-15,65061.24
2022-08-16,65159.57
2022-08-17,65599.00
2022-08-18,65820.55
2022-08-19,66334.96
2022-08-20,66947.91
2022-08-21,66908.52
2022-08-22,67367.82
2022-08-23,67625.25
2022-08-24,67625.25
2022-08-25,67771.32
2022-08-26,68235.01
2022-08-27,68358.02
2022-08-28,68707.04
2022-08-29,68692.41
2022-08-30,68865.21
2022-08-31,68865.21
2022-09-01,68865.21
2022-09-02,68879.48
2022-09-03,69004.50
2022-09-04,69004.50
2022-09-05,69173.90
2022-09-06,69393.42
2022-09-07,69654.48
2022-09-08,69871.02
2022-09-09,69871.02
2022-09-10,69871.02
2022-09-11,69871.02
2022-09-12,69871.02
2022-09-13,70003.59
2022-09-14,70048.29
2022-09-15,70484.63
2022-09-16,70929.74
2022-09-17,70859.24
2022-09-18,70682.56
2022-09-19,70991.16
2022-09-20,71287.85
2022-09-21,71590.35
2022-09-22,71669.03
2022-09-23,71693.83
2022-09-24,71726.82
2022-09-25,71726.82
2022-09-26,71744.11
2022-09-27,71480.73
2022-09-28,71480.73
2022-09-29,71480.73
2022-09-30,71480.73
2022-10-01,71480.73
2022-10-02,71480.73
2022-10-03,71480.73
2022-10-04,71480.73
2022-10-05,71480.73
2022-10-06,71480.73
2022-10-07,71480.73
2022-10-08,71574.87
2022-10-09,71956.85
2022-10-10,72396.61
2022-10-11,72755.67
2022-10-12,72983.88
2022-10-13,72983.88
2022-10-14,72983.88
2022-10-15,72983.88
2022-10-16,72983.88
2022-10-17,72983.88
2022-10-18,72983.88
2022-10-19,72983.88
2022-10-20,72983.88
2022-10-21,72991.60
2022-10-22,73010.33
2022-10-23,73010.33
2022-10-24,73010.33
2022-10-25,73010.33
2022-10-26,73010.33
2022-10-27,73010.33
2022-10-28,73010.33
2022-10-29,73010.33
2022-10-30,73010.33
2022-10-31,73010.33
2022-11-01,73034.62
2022-11-02,73114.28
2022-11-03,73438.94
2022-11-04,73438.94
2022-11-05,73438.94
2022-11-06,73438.94
2022-11-07,73635.24
2022-11-08,73604.07
2022-11-09,74223.67
2022-11-10,74462.20
2022-11-11,74831.59
2022-11-12,75291.25
2022-11-13,75541.14
2022-11-14,75598.59
2022-11-15,75741.65
2022-11-16,75879.27
2022-11-17,75879.27
2022-11-18,75879.27
2022-11-19,75946.73
2022-11-20,75814.37
2022-11-21,75971.29
2022-11-22,76192.55
2022-11-23,76192.55
2022-11-24,76192.55
2022-11-25,76192.55
2022-11-26,76192.55
2022-11-27,76205.49
2022-11-28,76264.48
2022-11-29,76264.48
2022-11-30,76264.48
2022-12-01,76264.48
2022-12-02,76264.48
2022-12-03,76264.48
2022-12-04,76264.48
2022-12-05,76264.48
2022-12-06,76264.48
2022-12-07,76264.48
2022-12-08,76264.48
2022-12-09,76264.48
2022-12-10,76264.48
2022-12-11,76264.48
2022-12-12,76264.48
2022-12-13,76264.48
2022-12-14,76264.48
2022-12-15,76288.16
2022-12-16,76433.63
2022-12-17,76682.04
2022-12-18,77017.29
2022-12-19,77242.08
2022-12-20,77244.88
2022-12-21,77244.88
2022-12-22,77244.88
2022-12-23,77244.88
2022-12-24,77244.88
2022-12-25,77244.88
2022-12-26,77244.88
2022-12-27,77244.88
2022-12-28,77244.88
2022-12-29,77244.88
2022-12-30,77252.89
2022-12-31,77289.03
2023-01-01,77289.03
2023-01-02,77289.03
2023-01-03,77289.03
2023-01-04,77289.03
2023-01-05,77289.03
2023-01-06,77289.03
2023-01-07,77289.03
2023-01-08,77289.03
2023-01-09,77289.03
2023-01-10,77289.03
2023-01-11,77289.03
2023-01-12,77289.03
2023-01-13,77289.03
2023-01-14,77289.03
2023-01-15,77289.03
2023-01-16,77289.03
2023-01-17,77289.03
2023-01-18,77289.03
2023-01-19,77289.03
2023-01-20,77289.03
2023-01-21,77289.03
2023-01-22,77289.03
2023-01-23,77289.03
2023-01-24,77289.03
2023-01-25,77289.03
2023-01-26,77289.03
2023-01-27,77289.03
2023-01-28,77289.03
2023-01-29,77289.03
2023-01-30,77289.03
2023-01-31,77289.03
2023-02-01,77289.03
2023-02-02,77289.03
2023-02-03,77289.03
2023-02-04,77289.03
2023-02-05,77366.31
2023-02-06,77533.31
2023-02-07,77548.18
2023-02-08,77310.81
2023-02-09,77628.68
2023-02-10,77891.96
2023-02-11,78235.49
2023-02-12,78554.33
2023-02-13,78755.78
2023-02-14,78755.78
2023-02-15,78755.78
2023-02-16,78755.78
2023-02-17,78755.78
2023-02-18,78755.78
2023-02-19,78755.78
2023-02-20,78755.78
2023-02-21,78755.78
2023-02-22,78769.74
2023-02-23,78883.58
2023-02-24,78896.95
2023-02-25,79328.86
2023-02-26,79628.17
2023-02-27,79804.63
2023-02-28,80180.15
2023-03-01,80180.15
2023-03-02,80310.21
2023-03-03,80715.63
2023-03-04,81090.42
2023-03-05,81500.09
2023-03-06,81421.27
2023-03-07,81815.84
2023-03-08,81760.90
2023-03-09,82289.13
2023-03-10,82805.66
2023-03-11,83030.58
2023-03-12,83030.58
2023-03-13,83030.58
2023-03-14,83030.58
2023-03-15,83030.58
2023-03-16,83030.58
2023-03-17,83030.58
2023-03-18,83030.58
2023-03-19,83030.58
2023-03-20,83030.58
2023-03-21,83030.58
2023-03-22,83030.58
2023-03-23,83041.43
2023-03-24,83137.55
2023-03-25,83137.55
2023-03-26,83137.55
2023-03-27,83227.65
2023-03-28,83566.01
2023-03-29,83566.01
2023-03-30,83566.01
2023-03-31,83566.01
2023-04-01,83566.01
2023-04-02,83575.23
2023-04-03,83584.51
2023-04-04,83584.51
2023-04-05,83594.95
2023-04-06,83602.25
2023-04-07,83602.25
2023-04-08,83602.25
2023-04-09,83602.25
2023-04-10,83602.25
2023-04-11,83602.25
2023-04-12,83602.25
2023-04-13,83602.25
2023-04-14,83602.25
2023-04-15,83602.25
2023-04-16,83602.25
2023-04-17,83602.25
2023-04-18,83725.60
2023-04-19,84152.34
2023-04-20,84294.48
2023-04-21,84796.39
2023-04-22,85306.27
2023-04-23,85704.59
2023-04-24,86026.69
2023-04-25,86026.69
2023-04-26,86026.69
2023-04-27,86026.69
2023-04-28,86026.69
2023-04-29,86026.69
2023-04-30,86054.05
2023-05-01,86471.58
2023-05-02,86596.34
2023-05-03,86596.34
2023-05-04,86596.34
2023-05-05,86596.34
2023-05-06,86596.34
2023-05-07,86682.88
2023-05-08,86964.14
2023-05-09,87415.39
2023-05-10,87835.39
2023-05-11,87660.09
2023-05-12,87992.25
2023-05-13,88216.00
2023-05-14,88390.38
2023-05-15,88390.38
2023-05-16,88390.38
2023-05-17,88390.38
2023-05-18,88390.38
2023-05-19,88390.38
2023-05-20,88390.38
2023-05-21,88401.70
2023-05-22,88554.32
2023-05-23,88579.48
2023-05-24,88441.46
2023-05-25,88580.39
2023-05-26,88580.39
2023-05-27,88580.39
2023-05-28,88580.39
2023-05-29,88580.39
2023-05-30,88580.39
2023-05-31,88580.39
2023-06-01,88637.66
2023-06-02,89022.22
2023-06-03,88800.68
2023-06-04,88283.05
2023-06-05,88538.84
2023-06-06,88593.64
2023-06-07,88865.64
2023-06-08,89187.37
2023-06-09,88983.75
2023-06-10,89085.97
2023-06-11,89269.23
2023-06-12,89456.08
2023-06-13,89272.32
2023-06-14,89628.47
2023-06-15,89628.47
2023-06-16,89628.47
2023-06-17,89628.47
2023-06-18,89628.47
2023-06-19,89628.47
2023-06-20,89628.47
2023-06-21,89628.47
2023-06-22,89628.47
2023-06-23,89628.47
2023-06-24,89628.47
2023-06-25,89628.47
2023-06-26,89628.47
2023-06-27,89628.47
2023-06-28,89628.47
2023-06-29,89628.47
2023-06-30,89628.47
2023-07-01,89628.47
2023-07-02,89628.47
2023-07-03,89628.47
2023-07-04,89628.47
2023-07-05,89656.37
2023-07-06,89737.03
2023-07-07,89782.38
2023-07-08,90150.33
2023-07-09,90382.49
2023-07-10,90382.49
2023-07-11,90382.49
2023-07-12,90382.49
2023-07-13,90382.49
2023-07-14,90382.49
2023-07-15,90392.37
2023-07-16,90415.92
2023-07-17,90524.70
2023-07-18,90722.47
2023-07-19,90722.47
2023-07-20,90722.47
2023-07-21,90722.47
2023-07-22,90722.47
2023-07-23,90769.55
2023-07-24,91038.78
2023-07-25,91060.28
2023-07-26,91060.28
2023-07-27,91098.66
2023-07-28,91439.23
2023-07-29,91439.23
2023-07-30,91439.23
2023-07-31,91439.23
2023-08-01,91439.23
2023-08-02,91439.23
2023-08-03,91439.23
2023-08-04,91439.23
2023-08-05,91479.87
2023-08-06,91654.89
2023-08-07,91654.89
2023-08-08,91654.89
2023-08-09,91654.89
2023-08-10,91654.89
2023-08-11,91654.89
2023-08-12,91654.89
2023-08-13,91654.89
2023-08-14,91654.89
2023-08-15,91682.75
2023-08-16,91718.94
2023-08-17,92311.70
2023-08-18,92513.31
2023-08-19,92678.52
2023-08-20,93324.36
2023-08-21,93243.29
2023-08-22,93488.12
2023-08-23,93488.12
2023-08-24,93488.12
2023-08-25,93488.12
2023-08-26,93488.12
2023-08-27,93488.12
2023-08-28,93488.12
2023-08-29,93488.12
2023-08-30,93488.12
2023-08-31,93488.12
2023-09-01,93488.12
2023-09-02,93635.67
2023-09-03,93914.98
2023-09-04,94097.08
2023-09-05,94097.08
2023-09-06,94097.08
2023-09-07,94097.08
2023-09-08,94097.08
2023-09-09,94097.08
2023-09-10,94140.90
2023-09-11,94490.09
2023-09-12,94490.09
2023-09-13,94490.09
2023-09-14,94490.09
2023-09-15,94490.09
2023-09-16,94490.09
2023-09-17,94490.09
2023-09-18,94490.09
2023-09-19,94490.09
2023-09-20,94490.09
2023-09-21,94490.09
2023-09-22,94490.09
2023-09-23,94573.04
2023-09-24,94956.29
2023-09-25,95109.13
2023-09-26,95109.13
2023-09-27,95109.13
2023-09-28,95109.13
2023-09-29,95109.13
2023-09-30,95109.13
2023-10-01,95109.13
2023-10-02,95109.13
2023-10-03,95109.13
2023-10-04,95109.13
2023-10-05,95109.13
2023-10-06,95109.13
2023-10-07,95109.13
2023-10-08,95109.13
2023-10-09,95109.13
2023-10-10,95188.71
2023-10-11,95471.18
2023-10-12,95778.00
2023-10-13,96004.63
2023-10-14,96189.11
2023-10-15,96189.11
2023-10-16,96189.11
2023-10-17,96189.11
2023-10-18,96189.11
2023-10-19,96189.11
2023-10-20,96189.11
2023-10-21,96189.11
2023-10-22,96189.11
2023-10-23,96189.11
2023-10-24,96189.11
2023-10-25,96189.11
2023-10-26,96189.11
2023-10-27,96189.11
2023-10-28,96189.11
2023-10-29,96189.11
2023-10-30,96189.11
2023-10-31,96189.11
2023-11-01,96189.11
2023-11-02,96189.11
2023-11-03,96189.11
2023-11-04,96189.11
2023-11-05,96189.11
2023-11-06,96189.11
2023-11-07,96189.11
2023-11-08,96189.11
2023-11-09,96189.11
2023-11-10,96189.11
2023-11-11,96189.11
2023-11-12,96189.11
2023-11-13,96252.10
2023-11-14,96603.98
2023-11-15,96638.56
2023-11-16,96772.66
2023-11-17,96772.66
2023-11-18,96772.66
2023-11-19,96772.66
2023-11-20,96772.66
2023-11-21,96772.66
2023-11-22,96772.66
2023-11-23,96772.66
2023-11-24,96772.66
2023-11-25,96772.66
2023-11-26,96772.66
2023-11-27,96772.66
2023-11-28,96772.66
2023-11-29,96772.66
2023-11-30,96772.66
2023-12-01,96772.66
2023-12-02,96772.66
2023-12-03,96772.66
2023-12-04,96772.66
2023-12-05,96772.66
2023-12-06,96772.66
2023-12-07,96772.66
2023-12-08,96772.66
2023-12-09,96772.66
2023-12-10,96916.49
2023-12-11,97293.80
2023-12-12,97656.29
2023-12-13,97884.11
2023-12-14,97971.05
2023-12-15,98194.16
2023-12-16,98194.16
2023-12-17,98194.16
2023-12-18,98203.76
2023-12-19,98361.65
2023-12-20,98361.65
2023-12-21,98361.65
2023-12-22,98361.65
2023-12-23,98361.65
2023-12-24,98361.65
2023-12-25,98418.25
2023-12-26,98740.28
2023-12-27,98784.11
2023-12-28,98596.75
2023-12-29,98654.08
2023-12-30,98857.70
2023-12-31,98857.70
2024-01-01,98857.70
2024-01-02,98857.70
2024-01-03,98857.70
2024-01-04,98857.70
2024-01-05,98857.70
2024-01-06,98900.54
2024-01-07,99063.31
2024-01-08,99063.31
2024-01-09,99063.31
2024-01-10,99063.31
2024-01-11,99097.13
2024-01-12,99357.85
2024-01-13,99973.15
2024-01-14,100527.93
2024-01-15,101021.97
2024-01-16,101305.82
2024-01-17,101377.97
2024-01-18,101652.49
2024-01-19,101652.49
2024-01-20,101710.45
2024-01-21,102001.65
2024-01-22,102453.25
2024-01-23,102818.21
2024-01-24,103206.33
2024-01-25,103498.33
2024-01-26,103498.33
2024-01-27,103498.33
2024-01-28,103498.33
2024-01-29,103498.33
2024-01-30,103498.33
2024-01-31,103498.33
2024-02-01,103498.33
2024-02-02,103498.33
2024-02-03,103498.33
2024-02-04,103498.33
2024-02-05,103498.33
2024-02-06,103498.33
2024-02-07,103498.33
2024-02-08,103498.33
2024-02-09,103498.33
2024-02-10,103498.33
2024-02-11,103498.33
2024-02-12,103498.33
2024-02-13,103498.33
2024-02-14,103498.33
2024-02-15,103498.33
2024-02-16,103498.33
2024-02-17,103498.33
2024-02-18,103498.33
2024-02-19,103498.33
2024-02-20,103498.33
2024-02-21,103498.33
2024-02-22,103548.03
2024-02-23,103883.94
2024-02-24,103883.94
2024-02-25,103883.94
2024-02-26,103883.94
2024-02-27,103883.94
2024-02-28,103883.94
2024-02-29,103883.94
2024-03-01,103883.94
2024-03-02,103883.94
2024-03-03,103883.94
2024-03-04,103883.94
2024-03-05,103883.94
2024-03-06,103883.94
2024-03-07,103883.94
2024-03-08,103883.94
2024-03-09,103883.94
2024-03-10,103883.94
2024-03-11,103883.94
2024-03-12,103883.94
2024-03-13,103883.94
2024-03-14,103883.94
2024-03-15,104161.11
2024-03-16,104555.37
2024-03-17,105092.03
2024-03-18,105723.89
2024-03-19,106095.45
2024-03-20,106312.84
2024-03-21,106479.74
2024-03-22,106945.01
2024-03-23,107263.63
2024-03-24,107263.63
2024-03-25,107263.63
2024-03-26,107263.63
2024-03-27,107263.63
2024-03-28,107263.63
2024-03-29,107263.63
2024-03-30,107263.63
2024-03-31,107263.63
2024-04-01,107462.28
2024-04-02,107908.60
2024-04-03,108234.56
2024-04-04,108352.24
2024-04-05,108597.82
2024-04-06,108597.82
2024-04-07,108597.82
2024-04-08,108597.82
2024-04-09,108597.82
2024-04-10,108597.82
2024-04-11,108664.29
2024-04-12,108669.67
2024-04-13,108620.91
2024-04-14,108674.12
2024-04-15,108723.55
2024-04-16,108802.85
2024-04-17,109112.41
2024-04-18,109160.80
2024-04-19,109511.42
2024-04-20,109511.42
2024-04-21,109511.42
2024-04-22,109511.42
2024-04-23,109511.42
2024-04-24,109511.42
2024-04-25,109511.42
2024-04-26,109629.32
2024-04-27,110024.25
2024-04-28,110333.79
2024-04-29,110476.20
2024-04-30,110494.68
2024-05-01,110973.91
2024-05-02,111272.59
2024-05-03,111272.59
2024-05-04,111272.59
2024-05-05,111272.59
2024-05-06,111272.59
2024-05-07,111321.31
2024-05-08,111456.97
2024-05-09,111581.76
2024-05-10,112009.49
2024-05-11,112364.36
2024-05-12,112364.36
2024-05-13,112376.89
2024-05-14,112548.92
2024-05-15,112548.92
2024-05-16,112548.92
2024-05-17,112548.92
2024-05-18,112548.92
2024-05-19,112548.92
2024-05-20,112548.92
2024-05-21,112548.92
2024-05-22,112548.92
2024-05-23,112548.92
2024-05-24,112585.04
2024-05-25,112843.46
2024-05-26,113134.77
2024-05-27,113134.77
2024-05-28,113134.77
2024-05-29,113145.38
2024-05-30,113345.47
2024-05-31,113376.66
2024-06-01,113642.63
2024-06-02,113642.63
2024-06-03,113642.63
2024-06-04,113642.63
2024-06-05,113642.63
2024-06-06,113642.63
2024-06-07,113642.63
2024-06-08,113642.63
2024-06-09,113674.87
2024-06-10,113508.58
2024-06-11,113839.64
2024-06-12,113910.28
2024-06-13,114331.51
2024-06-14,114788.81
2024-06-15,115127.91
2024-06-16,115175.42
2024-06-17,115357.02
2024-06-18,115695.03
2024-06-19,115695.03
2024-06-20,115763.61
2024-06-21,116063.23
2024-06-22,116436.93
2024-06-23,115940.23
2024-06-24,116383.80
2024-06-25,116351.48
2024-06-26,116768.77
2024-06-27,117194.72
2024-06-28,117496.15
2024-06-29,117496.15
2024-06-30,117496.15
2024-07-01,117496.15
2024-07-02,117496.15
2024-07-03,117636.05
2024-07-04,118196.16
2024-07-05,118746.90
2024-07-06,119315.74
2024-07-07,119291.89
2024-07-08,119642.26
2024-07-09,119642.26
2024-07-10,119642.26
2024-07-11,119642.26
2024-07-12,119642.26
2024-07-13,119642.26
2024-07-14,119642.26
2024-07-15,119642.26
2024-07-16,119642.26
2024-07-17,119642.26
2024-07-18,119642.26
2024-07-19,119642.26
2024-07-20,119642.26
2024-07-21,119642.26
2024-07-22,119642.26
2024-07-23,119651.75
2024-07-24,119852.89
2024-07-25,119885.73
2024-07-26,119885.73
2024-07-27,119885.73
2024-07-28,119885.73
2024-07-29,119885.73
2024-07-30,119984.53
2024-07-31,120362.58
2024-08-01,120366.46
2024-08-02,120404.09
2024-08-03,121036.49
2024-08-04,121306.66
2024-08-05,122018.44
2024-08-06,122609.69
2024-08-07,122922.27
2024-08-08,122922.27
2024-08-09,122922.27
2024-08-10,122922.27
2024-08-11,122922.27
2024-08-12,122922.27
2024-08-13,122991.09
2024-08-14,122948.31
2024-08-15,123266.65
2024-08-16,123266.65
2024-08-17,123336.58
2024-08-18,123643.35
2024-08-19,123643.35
2024-08-20,123643.35
2024-08-21,123643.35
2024-08-22,123643.35
2024-08-23,123643.35
2024-08-24,123643.35
2024-08-25,123643.35
2024-08-26,123643.35
2024-08-27,123853.16
2024-08-28,124357.33
2024-08-29,124865.21
2024-08-30,125328.59
2024-08-31,125726.64
2024-09-01,126001.17
2024-09-02,126058.04
2024-09-03,126393.02
2024-09-04,126835.72
2024-09-05,126304.23
2024-09-06,126855.44
2024-09-07,127241.14
2024-09-08,127472.12
2024-09-09,127472.12
2024-09-10,127472.12
2024-09-11,127472.12
2024-09-12,127472.12
2024-09-13,127472.12
2024-09-14,127472.12
2024-09-15,127472.12
