date,equity
2021-12-03,15526.59
2021-12-04,15568.55
2021-12-05,15736.68
2021-12-06,16076.51
2021-12-07,16272.27
2021-12-08,15762.51
2021-12-09,15796.73
2021-12-10,15956.36
2021-12-11,15961.41
2021-12-12,16105.66
2021-12-13,16383.10
2021-12-14,16383.10
2021-12-15,16422.65
2021-12-16,16238.48
2021-12-17,16238.48
2021-12-18,16280.08
2021-12-19,16500.33
2021-12-20,16576.77
2021-12-21,16576.77
2021-12-22,16576.77
2021-12-23,16576.77
2021-12-24,16576.77
2021-12-25,16576.77
2021-12-26,16576.77
2021-12-27,16682.96
2021-12-28,16522.66
2021-12-29,16816.12
2021-12-30,17164.12
2021-12-31,17343.72
2022-01-01,17231.02
2022-01-02,17420.80
2022-01-03,17420.80
2022-01-04,17420.80
2022-01-05,17605.18
2022-01-06,17302.86
2022-01-07,17416.20
2022-01-08,17574.61
2022-01-09,17780.02
2022-01-10,17817.07
2022-01-11,17817.07
2022-01-12,17817.07
2022-01-13,17817.07
2022-01-14,17817.07
2022-01-15,17817.07
2022-01-16,17817.07
2022-01-17,17817.07
2022-01-18,17840.43
2022-01-19,17997.44
2022-01-20,17939.69
2022-01-21,17769.38
2022-01-22,17945.57
2022-01-23,18470.06
2022-01-24,18787.93
2022-01-25,18787.93
2022-01-26,18787.93
2022-01-27,18787.93
2022-01-28,18787.93
2022-01-29,18787.93
2022-01-30,18787.93
2022-01-31,18787.93
2022-02-01,18787.93
2022-02-02,18787.93
2022-02-03,18787.93
2022-02-04,18787.93
2022-02-05,18787.93
2022-02-06,18787.93
2022-02-07,18787.93
2022-02-08,18787.93
2022-02-09,18787.93
2022-02-10,18787.93
2022-02-11,18831.70
2022-02-12,19108.29
2022-02-13,19226.52
2022-02-14,19504.11
2022-02-15,19496.49
2022-02-16,19569.21
2022-02-17,19685.19
2022-02-18,19880.83
2022-02-19,20160.39
2022-02-20,20267.70
2022-02-21,20472.21
2022-02-22,20586.76
2022-02-23,20854.01
2022-02-24,20953.37
2022-02-25,20984.51
2022-02-26,20984.51
2022-02-27,20984.51
2022-02-28,20984.51
2022-03-01,20984.51
2022-03-02,20984.51
2022-03-03,20984.51
2022-03-04,21089.45
2022-03-05,21274.25
2022-03-06,21547.79
2022-03-07,21725.88
2022-03-08,21826.91
2022-03-09,21826.91
2022-03-10,21826.91
2022-03-11,21826.91
2022-03-12,21826.91
2022-03-13,21882.47
2022-03-14,21889.54
2022-03-15,22052.18
2022-03-16,22052.18
2022-03-17,22052.18
2022-03-18,22052.18
2022-03-19,22052.18
2022-03-20,22052.18
2022-03-21,22052.18
2022-03-22,22052.18
2022-03-23,22052.18
2022-03-24,22052.18
2022-03-25,22052.18
2022-03-26,22052.18
2022-03-27,22052.18
2022-03-28,22052.18
2022-03-29,22052.18
2022-03-30,22052.18
2022-03-31,22052.18
2022-04-01,22052.18
2022-04-02,22052.18
2022-04-03,22052.18
2022-04-04,22052.18
2022-04-05,22164.02
2022-04-06,22203.54
2022-04-07,22098.35
2022-04-08,22620.19
2022-04-09,22661.39
2022-04-10,22432.78
2022-04-11,22569.27
2022-04-12,22803.66
2022-04-13,22803.66
2022-04-14,22845.83
2022-04-15,22988.16
2022-04-16,23154.62
2022-04-17,23154.62
2022-04-18,23154.62
2022-04-19,23154.62
2022-04-20,23154.62
2022-04-21,23154.62
2022-04-22,23154.62
2022-04-23,23223.13
2022-04-24,23312.08
2022-04-25,23339.43
2022-04-26,23339.43
2022-04-27,23339.43
2022-04-28,23339.43
2022-04-29,23453.14
2022-04-30,23560.67
2022-05-01,23561.29
2022-05-02,23660.67
2022-05-03,23919.62
2022-05-04,23929.98
2022-05-05,24223.92
2022-05-06,24321.33
2022-05-07,24034.59
2022-05-08,24563.43
2022-05-09,24937.96
2022-05-10,23816.47
2022-05-11,24415.52
2022-05-12,24537.90
2022-05-13,24889.03
2022-05-14,24889.03
2022-05-15,24889.03
2022-05-16,24889.03
2022-05-17,24889.03
2022-05-18,24889.03
2022-05-19,24925.95
2022-05-20,24959.90
2022-05-21,24959.90
2022-05-22,24959.90
2022-05-23,24959.90
2022-05-24,24959.90
2022-05-25,24959.90
2022-05-26,25044.92
2022-05-27,25243.24
2022-05-28,25357.90
2022-05-29,25357.90
2022-05-30,25357.90
2022-05-31,25357.90
2022-06-01,25357.90
2022-06-02,25357.90
2022-06-03,25388.81
2022-06-04,25563.62
2022-06-05,25867.35
2022-06-06,25867.35
2022-06-07,25867.35
2022-06-08,25867.35
2022-06-09,25867.35
2022-06-10,26039.85
2022-06-11,25400.71
2022-06-12,24895.59
2022-06-13,25479.65
2022-06-14,25717.21
2022-06-15,24404.45
2022-06-16,25153.45
2022-06-17,24525.03
2022-06-18,24525.03
2022-06-19,24686.07
2022-06-20,24823.32
2022-06-21,24879.39
2022-06-22,25120.58
2022-06-23,25120.58
2022-06-24,25120.58
2022-06-25,25120.58
2022-06-26,25120.58
2022-06-27,25157.16
2022-06-28,25561.64
2022-06-29,25814.86
2022-06-30,25879.72
2022-07-01,26006.99
2022-07-02,26272.09
2022-07-03,26302.68
2022-07-04,26302.68
2022-07-05,26302.68
2022-07-06,26302.68
2022-07-07,26302.68
2022-07-08,26302.68
2022-07-09,26302.68
2022-07-10,26313.93
2022-07-11,26296.84
2022-07-12,26613.90
2022-07-13,26795.32
2022-07-14,26940.89
2022-07-15,27060.12
2022-07-16,27060.12
2022-07-17,27060.12
2022-07-18,27060.12
2022-07-19,27060.12
2022-07-20,27060.12
2022-07-21,27060.12
2022-07-22,27060.12
2022-07-23,27071.08
2022-07-24,26912.47
2022-07-25,26805.34
2022-07-26,27085.07
2022-07-27,27085.07
2022-07-28,27085.07
2022-07-29,27085.07
2022-07-30,27085.07
2022-07-31,27085.07
2022-08-01,27125.66
2022-08-02,27224.84
2022-08-03,27578.10
2022-08-04,27719.87
2022-08-05,27742.96
2022-08-06,27742.96
2022-08-07,27742.96
2022-08-08,27742.96
2022-08-09,27742.96
2022-08-10,27742.96
2022-08-11,27742.96
2022-08-12,27742.96
2022-08-13,27742.96
2022-08-14,27742.96
2022-08-15,27742.96
2022-08-16,27814.64
2022-08-17,27768.12
2022-08-18,27071.40
2022-08-19,27193.15
2022-08-20,27586.95
2022-08-21,27586.14
2022-08-22,27665.18
2022-08-23,27798.49
2022-08-24,27904.18
2022-08-25,27935.89
2022-08-26,28117.01
2022-08-27,28286.90
2022-08-28,28551.89
2022-08-29,28349.33
2022-08-30,28349.33
2022-08-31,28349.33
2022-09-01,28349.33
2022-09-02,28349.33
2022-09-03,28349.33
2022-09-04,28349.33
2022-09-05,28465.60
2022-09-06,28799.74
2022-09-07,29003.00
2022-09-08,29003.00
2022-09-09,29003.00
2022-09-10,29003.00
2022-09-11,29003.00
2022-09-12,29003.00
2022-09-13,29003.00
2022-09-14,29167.77
2022-09-15,29341.34
2022-09-16,29468.78
2022-09-17,29294.04
2022-09-18,29513.15
2022-09-19,29600.65
2022-09-20,29713.99
2022-09-21,30043.52
2022-09-22,29975.47
2022-09-23,30163.50
2022-09-24,30246.41
2022-09-25,30453.19
2022-09-26,30486.79
2022-09-27,30486.79
2022-09-28,30486.79
2022-09-29,30486.79
2022-09-30,30486.79
2022-10-01,30486.79
2022-10-02,30486.79
2022-10-03,30486.79
2022-10-04,30486.79
2022-10-05,30486.79
2022-10-06,30486.79
2022-10-07,30486.79
2022-10-08,30547.17
2022-10-09,30511.02
2022-10-10,30872.45
2022-10-11,30872.45
2022-10-12,30872.45
2022-10-13,30872.45
2022-10-14,30872.45
2022-10-15,30872.45
2022-10-16,30872.45
2022-10-17,30872.45
2022-10-18,30872.45
2022-10-19,30872.45
2022-10-20,30872.45
2022-10-21,30872.45
2022-10-22,30872.45
2022-10-23,30872.45
2022-10-24,30872.45
2022-10-25,30872.45
2022-10-26,30872.45
2022-10-27,30872.45
2022-10-28,30872.45
2022-10-29,30872.45
2022-10-30,30872.45
2022-10-31,30872.45
2022-11-01,30872.45
2022-11-02,30881.68
2022-11-03,30926.91
2022-11-04,30926.91
2022-11-05,30926.91
2022-11-06,30926.91
2022-11-07,31080.37
2022-11-08,29902.63
2022-11-09,29902.63
2022-11-10,30306.17
2022-11-11,30471.42
2022-11-12,30388.11
2022-11-13,30617.43
2022-11-14,30644.77
2022-11-15,30732.77
2022-11-16,30836.38
2022-11-17,30836.38
2022-11-18,30836.38
2022-11-19,30886.52
2022-11-20,30837.83
2022-11-21,31031.85
2022-11-22,31205.59
2022-11-23,31205.59
2022-11-24,31205.59
2022-11-25,31205.59
2022-11-26,31205.59
2022-11-27,31205.59
2022-11-28,31205.59
2022-11-29,31205.59
2022-11-30,31205.59
2022-12-01,31205.59
2022-12-02,31205.59
2022-12-03,31205.59
2022-12-04,31205.59
2022-12-05,31205.59
2022-12-06,31205.59
2022-12-07,31205.59
2022-12-08,31205.59
2022-12-09,31205.59
2022-12-10,31205.59
2022-12-11,31205.59
2022-12-12,31205.59
2022-12-13,31205.59
2022-12-14,31205.59
2022-12-15,31205.59
2022-12-16,31205.59
2022-12-17,31236.23
2022-12-18,31341.22
2022-12-19,31351.31
2022-12-20,31510.21
2022-12-21,31510.21
2022-12-22,31510.21
2022-12-23,31510.21
2022-12-24,31510.21
2022-12-25,31510.21
2022-12-26,31510.21
2022-12-27,31510.21
2022-12-28,31510.21
2022-12-29,31510.21
2022-12-30,31510.21
2022-12-31,31510.21
2023-01-01,31510.21
2023-01-02,31510.21
2023-01-03,31510.21
2023-01-04,31510.21
2023-01-05,31510.21
2023-01-06,31510.21
2023-01-07,31510.21
2023-01-08,31510.21
2023-01-09,31510.21
2023-01-10,31510.21
2023-01-11,31510.21
2023-01-12,31510.21
2023-01-13,31510.21
2023-01-14,31510.21
2023-01-15,31510.21
2023-01-16,31510.21
2023-01-17,31510.21
2023-01-18,31510.21
2023-01-19,31510.21
2023-01-20,31510.21
2023-01-21,31510.21
2023-01-22,31510.21
2023-01-23,31510.21
2023-01-24,31510.21
2023-01-25,31510.21
2023-01-26,31510.21
2023-01-27,31510.21
2023-01-28,31510.21
2023-01-29,31510.21
2023-01-30,31510.21
2023-01-31,31510.21
2023-02-01,31510.21
2023-02-02,31510.21
2023-02-03,31510.21
2023-02-04,31510.21
2023-02-05,31561.56
2023-02-06,31763.29
2023-02-07,31763.29
2023-02-08,31874.70
2023-02-09,31944.33
2023-02-10,32039.08
2023-02-11,32305.01
2023-02-12,32410.27
2023-02-13,32486.22
2023-02-14,32515.97
2023-02-15,32515.97
2023-02-16,32515.97
2023-02-17,32515.97
2023-02-18,32515.97
2023-02-19,32515.97
2023-02-20,32515.97
2023-02-21,32515.97
2023-02-22,32515.97
2023-02-23,32581.60
2023-02-24,32680.71
2023-02-25,32859.05
2023-02-26,32902.23
2023-02-27,32879.20
2023-02-28,33092.76
2023-03-01,33092.76
2023-03-02,33128.24
2023-03-03,33369.70
2023-03-04,33391.89
2023-03-05,33575.33
2023-03-06,33540.61
2023-03-07,33732.08
2023-03-08,33799.07
2023-03-09,33774.31
2023-03-10,34135.25
2023-03-11,34391.69
2023-03-12,34391.69
2023-03-13,34391.69
2023-03-14,34391.69
2023-03-15,34391.69
2023-03-16,34391.69
2023-03-17,34391.69
2023-03-18,34391.69
2023-03-19,34391.69
2023-03-20,34391.69
2023-03-21,34391.69
2023-03-22,34391.69
2023-03-23,34391.69
2023-03-24,34391.69
2023-03-25,34391.69
2023-03-26,34391.69
2023-03-27,34409.22
2023-03-28,34583.43
2023-03-29,34583.43
2023-03-30,34583.43
2023-03-31,34583.43
2023-04-01,34583.43
2023-04-02,34583.43
2023-04-03,34583.43
2023-04-04,34583.43
2023-04-05,34583.43
2023-04-06,34583.43
2023-04-07,34583.43
2023-04-08,34583.43
2023-04-09,34583.43
2023-04-10,34583.43
2023-04-11,34583.43
2023-04-12,34583.43
2023-04-13,34583.43
2023-04-14,34583.43
2023-04-15,34583.43
2023-04-16,34594.92
2023-04-17,34686.31
2023-04-18,34777.73
2023-04-19,34717.27
2023-04-20,34424.64
2023-04-21,34777.78
2023-04-22,34725.05
2023-04-23,34896.78
2023-04-24,35091.72
2023-04-25,35091.72
2023-04-26,35091.72
2023-04-27,35091.72
2023-04-28,35091.72
2023-04-29,35091.72
2023-04-30,35091.72
2023-05-01,35091.72
2023-05-02,35091.72
2023-05-03,35091.72
2023-05-04,35091.72
2023-05-05,35091.72
2023-05-06,35091.72
2023-05-07,35113.15
2023-05-08,35211.26
2023-05-09,35319.72
2023-05-10,35242.10
2023-05-11,35450.09
2023-05-12,35666.46
2023-05-13,35788.54
2023-05-14,35976.28
2023-05-15,35976.28
2023-05-16,35976.28
2023-05-17,35976.28
2023-05-18,35976.28
2023-05-19,35976.28
2023-05-20,35976.28
2023-05-21,35976.28
2023-05-22,35976.28
2023-05-23,35976.28
2023-05-24,35976.28
2023-05-25,35976.28
2023-05-26,35976.28
2023-05-27,35976.28
2023-05-28,35976.28
2023-05-29,35976.28
2023-05-30,35976.28
2023-05-31,35976.28
2023-06-01,35984.55
2023-06-02,36032.18
2023-06-03,36032.18
2023-06-04,36070.01
2023-06-05,36315.09
2023-06-06,36315.09
2023-06-07,36315.09
2023-06-08,36315.09
2023-06-09,36315.09
2023-06-10,36350.34
2023-06-11,36571.57
2023-06-12,36571.57
2023-06-13,36571.57
2023-06-14,36571.57
2023-06-15,36571.57
2023-06-16,36571.57
2023-06-17,36571.57
2023-06-18,36571.57
2023-06-19,36571.57
2023-06-20,36571.57
2023-06-21,36571.57
2023-06-22,36571.57
2023-06-23,36571.57
2023-06-24,36571.57
2023-06-25,36571.57
2023-06-26,36571.57
2023-06-27,36571.57
2023-06-28,36571.57
2023-06-29,36571.57
2023-06-30,36571.57
2023-07-01,36571.57
2023-07-02,36571.57
2023-07-03,36571.57
2023-07-04,36571.57
2023-07-05,36571.57
2023-07-06,36571.57
2023-07-07,36589.17
2023-07-08,36329.41
2023-07-09,36329.41
2023-07-10,36329.41
2023-07-11,36329.41
2023-07-12,36329.41
2023-07-13,36329.41
2023-07-14,36329.41
2023-07-15,36329.41
2023-07-16,36329.41
2023-07-17,36404.53
2023-07-18,36571.84
2023-07-19,36559.08
2023-07-20,36725.79
2023-07-21,36725.79
2023-07-22,36725.79
2023-07-23,36725.79
2023-07-24,36725.79
2023-07-25,36725.79
2023-07-26,36725.79
2023-07-27,36725.79
2023-07-28,36725.79
2023-07-29,36725.79
2023-07-30,36725.79
2023-07-31,36725.79
2023-08-01,36725.79
2023-08-02,36725.79
2023-08-03,36725.79
2023-08-04,36725.79
2023-08-05,36725.79
2023-08-06,36725.79
2023-08-07,36725.79
2023-08-08,36725.79
2023-08-09,36725.79
2023-08-10,36725.79
2023-08-11,36725.79
2023-08-12,36725.79
2023-08-13,36725.79
2023-08-14,36725.79
2023-08-15,36725.79
2023-08-16,36903.49
2023-08-17,37129.78
2023-08-18,37215.09
2023-08-19,37411.83
2023-08-20,37673.37
2023-08-21,37727.83
2023-08-22,37727.83
2023-08-23,37727.83
2023-08-24,37727.83
2023-08-25,37727.83
2023-08-26,37727.83
2023-08-27,37727.83
2023-08-28,37727.83
2023-08-29,37727.83
2023-08-30,37727.83
2023-08-31,37727.83
2023-09-01,37727.83
2023-09-02,37798.00
2023-09-03,38061.75
2023-09-04,38109.46
2023-09-05,38212.00
2023-09-06,38372.22
2023-09-07,38372.22
2023-09-08,38372.22
2023-09-09,38372.22
2023-09-10,38372.22
2023-09-11,38372.22
2023-09-12,38372.22
2023-09-13,38372.22
2023-09-14,38372.22
2023-09-15,38372.22
2023-09-16,38372.22
2023-09-17,38372.22
2023-09-18,38372.22
2023-09-19,38372.22
2023-09-20,38372.22
2023-09-21,38372.22
2023-09-22,38372.22
2023-09-23,38372.22
2023-09-24,38391.05
2023-09-25,38543.75
2023-09-26,38599.32
2023-09-27,38599.32
2023-09-28,38599.32
2023-09-29,38599.32
2023-09-30,38599.32
2023-10-01,38599.32
2023-10-02,38599.32
2023-10-03,38599.32
2023-10-04,38599.32
2023-10-05,38599.32
2023-10-06,38599.32
2023-10-07,38599.32
2023-10-08,38599.32
2023-10-09,38599.32
2023-10-10,38649.89
2023-10-11,38867.55
2023-10-12,39150.77
2023-10-13,39253.58
2023-10-14,39298.71
2023-10-15,39467.72
2023-10-16,39467.72
2023-10-17,39467.72
2023-10-18,39467.72
2023-10-19,39467.72
2023-10-20,39467.72
2023-10-21,39467.72
2023-10-22,39467.72
2023-10-23,39467.72
2023-10-24,39467.72
2023-10-25,39467.72
2023-10-26,39467.72
2023-10-27,39467.72
2023-10-28,39467.72
2023-10-29,39467.72
2023-10-30,39467.72
2023-10-31,39467.72
2023-11-01,39467.72
2023-11-02,39467.72
2023-11-03,39467.72
2023-11-04,39467.72
2023-11-05,39467.72
2023-11-06,39467.72
2023-11-07,39467.72
2023-11-08,39467.72
2023-11-09,39467.72
2023-11-10,39467.72
2023-11-11,39467.72
2023-11-12,39467.72
2023-11-13,39490.48
2023-11-14,39837.74
2023-11-15,39851.91
2023-11-16,40087.82
2023-11-17,40087.82
2023-11-18,40087.82
2023-11-19,40087.82
2023-11-20,40087.82
2023-11-21,40087.82
2023-11-22,40087.82
2023-11-23,40087.82
2023-11-24,40087.82
2023-11-25,40087.82
2023-11-26,40087.82
2023-11-27,40087.82
2023-11-28,40087.82
2023-11-29,40087.82
2023-11-30,40087.82
2023-12-01,40087.82
2023-12-02,40087.82
2023-12-03,40087.82
2023-12-04,40087.82
2023-12-05,40087.82
2023-12-06,40087.82
2023-12-07,40087.82
2023-12-08,40087.82
2023-12-09,40087.82
2023-12-10,40121.78
2023-12-11,40349.75
2023-12-12,40570.04
2023-12-13,40817.90
2023-12-14,41064.01
2023-12-15,41106.79
2023-12-16,41169.02
2023-12-17,41378.24
2023-12-18,41378.24
2023-12-19,41378.24
2023-12-20,41378.24
2023-12-21,41378.24
2023-12-22,41378.24
2023-12-23,41378.24
2023-12-24,41378.24
2023-12-25,41378.24
2023-12-26,41378.24
2023-12-27,41388.28
2023-12-28,41350.25
2023-12-29,41142.21
2023-12-30,41408.89
2023-12-31,41441.92
2024-01-01,41456.89
2024-01-02,41456.89
2024-01-03,41456.89
2024-01-04,41456.89
2024-01-05,41456.89
2024-01-06,41456.89
2024-01-07,41456.89
2024-01-08,41456.89
2024-01-09,41456.89
2024-01-10,41456.89
2024-01-11,41474.00
2024-01-12,41478.59
2024-01-13,41388.14
2024-01-14,41554.37
2024-01-15,41858.48
2024-01-16,41940.81
2024-01-17,41955.16
2024-01-18,42065.32
2024-01-19,42065.32
2024-01-20,42109.79
2024-01-21,41906.38
2024-01-22,42097.71
2024-01-23,42319.33
2024-01-24,42312.13
2024-01-25,42415.33
2024-01-26,42415.33
2024-01-27,42415.33
2024-01-28,42415.33
2024-01-29,42415.33
2024-01-30,42415.33
2024-01-31,42415.33
2024-02-01,42415.33
2024-02-02,42415.33
2024-02-03,42415.33
2024-02-04,42415.33
2024-02-05,42415.33
2024-02-06,42415.33
2024-02-07,42415.33
2024-02-08,42415.33
2024-02-09,42415.33
2024-02-10,42415.33
2024-02-11,42415.33
2024-02-12,42415.33
2024-02-13,42415.33
2024-02-14,42415.33
2024-02-15,42415.33
2024-02-16,42415.33
2024-02-17,42415.33
2024-02-18,42415.33
2024-02-19,42415.33
2024-02-20,42415.33
2024-02-21,42415.33
2024-02-22,42415.33
2024-02-23,42415.33
2024-02-24,42415.33
2024-02-25,42415.33
2024-02-26,42415.33
2024-02-27,42415.33
2024-02-28,42415.33
2024-02-29,42415.33
2024-03-01,42415.33
2024-03-02,42415.33
2024-03-03,42415.33
2024-03-04,42415.33
2024-03-05,42415.33
2024-03-06,42415.33
2024-03-07,42415.33
2024-03-08,42415.33
2024-03-09,42415.33
2024-03-10,42415.33
2024-03-11,42415.33
2024-03-12,42415.33
2024-03-13,42415.33
2024-03-14,42415.33
2024-03-15,42415.33
2024-03-16,42491.08
2024-03-17,42412.10
2024-03-18,41370.91
2024-03-19,41823.63
2024-03-20,41823.63
2024-03-21,41898.44
2024-03-22,42270.07
2024-03-23,42639.43
2024-03-24,42648.71
2024-03-25,42648.71
2024-03-26,42648.71
2024-03-27,42648.71
2024-03-28,42648.71
2024-03-29,42648.71
2024-03-30,42648.71
2024-03-31,42648.71
2024-04-01,42733.24
2024-04-02,42926.49
2024-04-03,42964.62
2024-04-04,43028.24
2024-04-05,43098.00
2024-04-06,43297.32
2024-04-07,43297.32
2024-04-08,43297.32
2024-04-09,43297.32
2024-04-10,43297.32
2024-04-11,43297.32
2024-04-12,43574.52
2024-04-13,43780.03
2024-04-14,43486.94
2024-04-15,43857.25
2024-04-16,43354.69
2024-04-17,43660.35
2024-04-18,43763.65
2024-04-19,43920.07
2024-04-20,43920.07
2024-04-21,43920.07
2024-04-22,43920.07
2024-04-23,43920.07
2024-04-24,43920.07
2024-04-25,43920.07
2024-04-26,43947.14
2024-04-27,44118.24
2024-04-28,44185.31
2024-04-29,43934.57
2024-04-30,44141.43
2024-05-01,44416.67
2024-05-02,44656.66
2024-05-03,44656.66
2024-05-04,44656.66
2024-05-05,44656.66
2024-05-06,44656.66
2024-05-07,44679.31
2024-05-08,44897.71
2024-05-09,45002.92
2024-05-10,45114.32
2024-05-11,45353.36
2024-05-12,45529.62
2024-05-13,45529.62
2024-05-14,45529.62
2024-05-15,45529.62
2024-05-16,45529.62
2024-05-17,45529.62
2024-05-18,45529.62
2024-05-19,45529.62
2024-05-20,45529.62
2024-05-21,45529.62
2024-05-22,45529.62
2024-05-23,45529.62
2024-05-24,45557.47
2024-05-25,45737.67
2024-05-26,45870.05
2024-05-27,45870.05
2024-05-28,45870.05
2024-05-29,45870.05
2024-05-30,45870.05
2024-05-31,45870.05
2024-06-01,45870.05
2024-06-02,45870.05
2024-06-03,45870.05
2024-06-04,45870.05
2024-06-05,45870.05
2024-06-06,45870.05
2024-06-07,45870.05
2024-06-08,45870.05
2024-06-09,45870.05
2024-06-10,45891.55
2024-06-11,45914.16
2024-06-12,45978.14
2024-06-13,45746.95
2024-06-14,46071.21
2024-06-15,46116.58
2024-06-16,46293.39
2024-06-17,46421.90
2024-06-18,46421.90
2024-06-19,46421.90
2024-06-20,46480.23
2024-06-21,46496.21
2024-06-22,46564.74
2024-06-23,46547.59
2024-06-24,46923.12
2024-06-25,47107.13
2024-06-26,47388.68
2024-06-27,47330.71
2024-06-28,47599.59
2024-06-29,47870.68
2024-06-30,47870.68
2024-07-01,47870.68
2024-07-02,47870.68
2024-07-03,47905.42
2024-07-04,48061.82
2024-07-05,48226.74
2024-07-06,47829.26
2024-07-07,48047.41
2024-07-08,48047.41
2024-07-09,48047.41
2024-07-10,48047.41
2024-07-11,48047.41
2024-07-12,48047.41
2024-07-13,48047.41
2024-07-14,48047.41
2024-07-15,48047.41
2024-07-16,48047.41
2024-07-17,48047.41
2024-07-18,48047.41
2024-07-19,48047.41
2024-07-20,48047.41
2024-07-21,48047.41
2024-07-22,48047.41
2024-07-23,48047.41
2024-07-24,48047.41
2024-07-25,48047.41
2024-07-26,48047.41
2024-07-27,48047.41
2024-07-28,48047.41
2024-07-29,48047.41
2024-07-30,48155.26
2024-07-31,48517.23
2024-08-01,48470.04
2024-08-02,48419.29
2024-08-03,48025.98
2024-08-04,48483.41
2024-08-05,48770.36
2024-08-06,48887.79
2024-08-07,49061.61
2024-08-08,49061.61
2024-08-09,49061.61
2024-08-10,49061.61
2024-08-11,49061.61
2024-08-12,49073.16
2024-08-13,48872.98
2024-08-14,48956.18
2024-08-15,49146.66
2024-08-16,49193.67
2024-08-17,49221.51
2024-08-18,49457.57
2024-08-19,49508.46
2024-08-20,49508.46
2024-08-21,49508.46
2024-08-22,49508.46
2024-08-23,49508.46
2024-08-24,49508.46
2024-08-25,49508.46
2024-08-26,49508.46
2024-08-27,49508.46
2024-08-28,49644.81
2024-08-29,49618.87
2024-08-30,49959.55
2024-08-31,50015.49
2024-09-01,50252.59
2024-09-02,50252.59
2024-09-03,50252.59
2024-09-04,50275.89
2024-09-05,50105.83
2024-09-06,50308.91
2024-09-07,50570.35
2024-09-08,50787.81
2024-09-09,50787.81
2024-09-10,50787.81
2024-09-11,50787.81
2024-09-12,50787.81
2024-09-13,50787.81
2024-09-14,50787.81
2024-09-15,50787.81
